时间,SN,工作模式,模式序号,执行顺序进度,最终扭矩,最终角度,监控角度,执行时间,拧紧结果状态,NG结果
2024-05-29 08:49:17,5,job模式,job[1]/Pset[2],[2/3],0.0076,7105.4,7106.4,0.970,拧紧合格,拧紧合格
2024-05-29 08:49:22,5,job模式,job[1]/Pset[2],[3/3],0.0067,7097.7,7098.2,0.970,拧紧合格,拧紧合格
2024-05-29 08:53:10,47,job模式,job[1]/Pset[2],[1/3],0.0094,7104.1,7105.3,0.970,拧紧合格,拧紧合格
2024-05-29 08:53:12,47,job模式,job[1]/Pset[2],[2/3],0.0076,7105.9,7107.1,0.970,拧紧合格,拧紧合格
2024-05-29 08:53:13,47,job模式,job[1]/Pset[2],[3/3],0.0075,7101.8,7102.8,0.971,拧紧合格,拧紧合格
2024-05-29 09:03:00,4,job模式,job[1]/Pset[2],[2/3],0.0083,7105.6,7106.7,0.970,拧紧合格,拧紧合格
2024-05-29 09:03:02,4,job模式,job[1]/Pset[2],[3/3],0.0069,7098.1,7099.3,0.970,拧紧合格,拧紧合格
2024-05-29 09:04:42,2,job模式,job[1]/Pset[2],[1/3],0.0075,7104.3,7105.5,0.970,拧紧合格,拧紧合格
2024-05-29 09:04:43,2,job模式,job[1]/Pset[2],[2/3],0.0070,7107.6,7109.1,0.971,拧紧合格,拧紧合格
2024-05-29 09:04:45,2,job模式,job[1]/Pset[2],[3/3],0.0070,7101.0,7101.9,0.970,拧紧合格,拧紧合格
2024-05-29 09:07:18,3,job模式,job[1]/Pset[2],[1/3],0.0065,7098.7,7099.2,0.970,拧紧合格,拧紧合格
2024-05-29 09:07:19,3,job模式,job[1]/Pset[2],[2/3],0.0069,7106.5,7107.8,0.970,拧紧合格,拧紧合格
2024-05-29 09:07:20,3,job模式,job[1]/Pset[2],[3/3],0.0066,7105.4,7106.4,0.970,拧紧合格,拧紧合格
2024-05-29 09:08:52,9,job模式,job[1]/Pset[2],[1/3],0.0074,7098.9,7099.4,0.970,拧紧合格,拧紧合格
2024-05-29 09:08:53,9,job模式,job[1]/Pset[2],[2/3],0.0084,7103.3,7104.1,0.970,拧紧合格,拧紧合格
2024-05-29 09:08:55,9,job模式,job[1]/Pset[2],[3/3],0.0069,6214.4,6214.3,0.760,拧紧不合格,系统急停
2024-05-29 09:08:55,9,job模式,job[1]/Pset[2],[3/3],0.0073,7099.9,7101.0,0.970,拧紧合格,拧紧合格
2024-05-29 09:08:59,9,job模式,job[1]/Pset[2],[1/3],0.0080,7107.8,7108.8,0.969,拧紧合格,拧紧合格
2024-05-29 09:09:07,0,job模式,job[1]/Pset[2],[2/3],0.0082,7104.6,7105.5,0.970,拧紧合格,拧紧合格
2024-05-29 09:09:08,0,job模式,job[1]/Pset[2],[3/3],0.0082,7102.1,7102.7,0.970,拧紧合格,拧紧合格
2024-05-29 09:17:04,21312,job模式,job[1]/Pset[2],[1/3],0.0072,7107.8,7109.1,0.970,拧紧合格,拧紧合格
2024-05-29 09:17:06,21312,job模式,job[1]/Pset[2],[2/3],0.0065,7102.8,7103.8,0.970,拧紧合格,拧紧合格
2024-05-29 09:17:08,21312,job模式,job[1]/Pset[2],[3/3],0.0067,7100.3,7101.2,0.970,拧紧合格,拧紧合格
2024-05-29 09:18:14,5757,job模式,job[1]/Pset[2],[1/3],0.0076,7104.3,7105.3,0.970,拧紧合格,拧紧合格
2024-05-29 09:18:16,5757,job模式,job[1]/Pset[2],[2/3],0.0068,7108.6,7109.9,0.969,拧紧合格,拧紧合格
2024-05-29 09:18:17,5757,job模式,job[1]/Pset[2],[3/3],0.0081,7100.1,7100.8,0.970,拧紧合格,拧紧合格
2024-05-29 09:18:22,5757,job模式,job[1]/Pset[2],[1/3],0.0066,7099.4,7100.7,0.969,拧紧合格,拧紧合格
2024-05-29 09:18:24,5757,job模式,job[1]/Pset[2],[2/3],0.0061,35.8,35.8,0.060,拧紧不合格,系统急停
2024-05-29 09:18:25,5757,job模式,job[1]/Pset[2],[2/3],0.0070,35.9,36.0,0.060,拧紧不合格,系统急停
2024-05-29 09:18:26,5757,job模式,job[1]/Pset[2],[2/3],0.0073,35.5,35.4,0.060,拧紧不合格,系统急停
2024-05-29 09:18:30,5757,job模式,job[1]/Pset[2],[2/3],0.0084,34.8,34.8,0.060,拧紧不合格,系统急停
2024-05-29 09:18:34,5757,job模式,job[1]/Pset[2],[2/3],0.0084,7107.0,7108.5,0.970,拧紧合格,拧紧合格
2024-05-29 09:18:36,5757,job模式,job[1]/Pset[2],[3/3],0.0088,7101.5,7102.3,0.970,拧紧合格,拧紧合格
2024-05-29 09:22:17,未53535,job模式,job[1]/Pset[2],[1/3],0.0066,7099.4,7100.5,0.969,拧紧合格,拧紧合格
2024-05-29 09:22:21,未53535,job模式,job[1]/Pset[2],[2/3],0.0038,0.8,0.7,0.031,拧紧不合格,系统急停
2024-05-29 09:22:23,未53535,job模式,job[1]/Pset[2],[2/3],0.0088,161.7,161.8,0.082,拧紧不合格,系统急停
2024-05-29 09:22:24,未53535,job模式,job[1]/Pset[2],[2/3],0.0069,161.6,161.6,0.082,拧紧不合格,系统急停
2024-05-29 09:22:26,未53535,job模式,job[1]/Pset[2],[2/3],0.0075,351.4,351.4,0.106,拧紧不合格,系统急停
2024-05-29 09:22:27,未53535,job模式,job[1]/Pset[2],[2/3],0.0072,161.2,161.1,0.082,拧紧不合格,系统急停
2024-05-29 09:22:29,未53535,job模式,job[1]/Pset[2],[2/3],0.0079,7107.5,7108.8,0.970,拧紧合格,拧紧合格
2024-05-29 09:24:58,34535,job模式,job[1]/Pset[2],[3/3],0.0068,7102.6,7103.4,0.969,拧紧合格,拧紧合格
2024-05-29 09:25:06,3453534,job模式,job[1]/Pset[2],[1/3],0.0073,7103.7,7104.5,0.970,拧紧合格,拧紧合格
2024-05-29 09:25:08,3453534,job模式,job[1]/Pset[2],[2/3],0.0068,7110.3,7111.1,0.969,拧紧合格,拧紧合格
2024-05-29 09:25:09,3453534,job模式,job[1]/Pset[2],[3/3],0.0085,7103.1,7103.8,0.969,拧紧合格,拧紧合格
