时间,SN,工作模式,模式序号,执行顺序进度,最终扭矩,最终角度,监控角度,执行时间,拧紧结果状态,NG结果
2024-05-28 15:02:18,7,job模式,job[2]/Pset[4],1/3,0.0044,137.2,137.2,0.615,拧紧不合格,系统急停
2024-05-28 15:02:20,7,job模式,job[2]/Pset[4],1/3,0.0204,337.9,338.8,3.077,拧紧合格,拧紧合格
2024-05-28 15:03:37,0,job模式,job[2]/Pset[4],2/3,0.0209,138.7,138.8,1.379,拧紧合格,拧紧合格
2024-05-28 15:06:26,89\,job模式,job[2]/Pset[4],3/3,0.0200,181.7,182.3,1.747,拧紧合格,拧紧合格
2024-05-28 15:09:44,8,job模式,job[2]/Pset[4],1/3,0.0202,188.6,189.8,1.812,拧紧合格,拧紧合格
2024-05-28 15:09:47,8,job模式,job[2]/Pset[4],2/3,0.0201,192.3,194.2,1.844,拧紧合格,拧紧合格
2024-05-28 15:09:50,8,job模式,job[2]/Pset[4],3/3,0.0051,135.7,135.7,0.701,拧紧不合格,系统急停
2024-05-28 15:09:53,8,job模式,job[2]/Pset[4],3/3,0.0199,352.1,352.5,3.477,拧紧合格,拧紧合格
2024-05-28 15:26:22,3424325344,job模式,job[2]/Pset[4],1/3,0.0201,359.2,360.0,3.218,拧紧合格,拧紧合格
2024-05-28 15:26:23,3424325344,job模式,job[2]/Pset[4],2/3,0.0206,68.9,68.9,0.816,拧紧合格,拧紧合格
2024-05-28 15:26:24,3424325344,job模式,job[2]/Pset[4],3/3,0.0199,74.7,75.4,0.891,拧紧合格,拧紧合格
2024-05-28 15:30:22,3424325344,job模式,job[2]/Pset[4],1/3,0.0200,296.1,298.1,2.802,拧紧合格,拧紧合格
2024-05-28 15:30:24,3424325344,job模式,job[2]/Pset[4],2/3,0.0202,110.7,111.8,1.217,拧紧合格,拧紧合格
2024-05-28 15:30:26,3424325344,job模式,job[2]/Pset[4],3/3,0.0047,92.5,92.5,0.300,拧紧不合格,系统急停
2024-05-28 15:30:30,3424325344,job模式,job[2]/Pset[4],3/3,0.0043,151.2,151.1,0.783,拧紧不合格,系统急停
2024-05-28 15:30:34,3424325344,job模式,job[2]/Pset[4],3/3,0.0144,230.7,230.8,1.530,拧紧不合格,系统急停
2024-05-28 15:30:39,3424325344,job模式,job[2]/Pset[4],3/3,0.0200,165.3,166.2,1.613,拧紧合格,拧紧合格
2024-05-28 15:37:14,0,job模式,job[2]/Pset[4],1/3,0.0200,97.4,98.2,1.104,拧紧合格,拧紧合格
2024-05-28 15:42:53,45457,job模式,job[2]/Pset[4],2/3,0.0202,1413.1,1413.5,6.247,拧紧合格,拧紧合格
2024-05-28 15:43:18,45457,job模式,job[2]/Pset[4],3/3,0.0042,231.5,231.5,1.475,拧紧不合格,系统急停
2024-05-28 15:43:20,45457,job模式,job[2]/Pset[4],3/3,0.0044,83.0,83.1,0.150,拧紧不合格,系统急停
2024-05-28 15:43:21,45457,job模式,job[2]/Pset[4],3/3,0.0048,148.3,148.4,0.756,拧紧不合格,系统急停
2024-05-28 15:43:27,45457,job模式,job[2]/Pset[4],3/3,0.0048,202.6,202.6,1.286,拧紧不合格,系统急停
2024-05-28 15:43:32,45457,job模式,job[2]/Pset[4],3/3,0.0049,475.1,475.1,3.620,拧紧不合格,系统急停
2024-05-28 15:43:38,45457,job模式,job[2]/Pset[4],3/3,0.0209,79.0,79.9,0.907,拧紧合格,拧紧合格
2024-05-28 15:46:26,45457,job模式,job[2]/Pset[4],1/3,0.0204,2837.7,2838.2,23.197,拧紧合格,拧紧合格
2024-05-28 15:46:30,45457,job模式,job[2]/Pset[4],2/3,0.0034,49.5,49.4,0.106,拧紧不合格,系统急停
2024-05-28 15:55:16,35,job模式,job[2]/Pset[4],1/3,0.0200,403.3,404.7,3.635,拧紧合格,拧紧合格
2024-05-28 15:55:20,35,job模式,job[2]/Pset[4],2/3,0.0199,88.8,90.2,1.021,拧紧合格,拧紧合格
2024-05-28 15:55:37,9,job模式,job[2]/Pset[4],3/3,0.0202,169.5,169.6,1.668,拧紧合格,拧紧合格
2024-05-28 15:59:34,12,job模式,job[2]/Pset[4],1/3,0.0204,149.7,150.3,1.475,拧紧合格,拧紧合格
2024-05-28 15:59:36,12,job模式,job[2]/Pset[4],2/3,0.0203,129.3,129.3,1.337,拧紧合格,拧紧合格
2024-05-28 15:59:38,12,job模式,job[2]/Pset[4],3/3,0.0215,122.8,123.3,1.316,拧紧合格,拧紧合格
2024-05-28 16:01:20,757575,job模式,job[2]/Pset[4],1/3,0.0201,371.3,371.8,2.858,拧紧合格,拧紧合格
2024-05-28 16:01:55,757575,job模式,job[2]/Pset[4],2/3,0.0033,54.9,54.8,0.111,拧紧不合格,系统急停
2024-05-28 16:01:56,757575,job模式,job[2]/Pset[4],2/3,0.0036,34.9,34.8,0.090,拧紧不合格,系统急停
2024-05-28 16:01:57,757575,job模式,job[2]/Pset[4],2/3,0.0043,55.6,55.6,0.111,拧紧不合格,系统急停
2024-05-28 16:01:58,757575,job模式,job[2]/Pset[4],2/3,0.0035,55.3,55.3,0.111,拧紧不合格,系统急停
2024-05-28 16:01:59,757575,job模式,job[2]/Pset[4],2/3,0.0043,84.2,84.2,0.140,拧紧不合格,系统急停
2024-05-28 16:02:00,757575,job模式,job[2]/Pset[4],2/3,0.0041,34.8,34.8,0.090,拧紧不合格,系统急停
2024-05-28 16:02:01,757575,job模式,job[2]/Pset[4],2/3,0.0037,35.3,35.4,0.090,拧紧不合格,系统急停
2024-05-28 16:02:29,9,job模式,job[2]/Pset[4],2/3,0.0037,34.8,34.8,0.090,拧紧不合格,系统急停
2024-05-28 16:02:30,9,job模式,job[2]/Pset[4],2/3,0.0040,76.4,76.3,0.130,拧紧不合格,系统急停
2024-05-28 16:02:32,9,job模式,job[2]/Pset[4],2/3,0.0044,55.1,55.1,0.111,拧紧不合格,系统急停
2024-05-28 16:02:33,9,job模式,job[2]/Pset[4],2/3,0.0047,54.9,54.9,0.111,拧紧不合格,系统急停
2024-05-28 16:02:34,9,job模式,job[2]/Pset[4],2/3,0.0066,85.0,85.0,0.155,拧紧不合格,系统急停
2024-05-28 16:02:35,9,job模式,job[2]/Pset[4],2/3,0.0054,34.9,34.9,0.090,拧紧不合格,系统急停
2024-05-28 16:02:37,9,job模式,job[2]/Pset[4],2/3,0.0049,14.1,14.1,0.065,拧紧不合格,系统急停
2024-05-28 16:02:41,9,job模式,job[2]/Pset[4],2/3,0.0040,12.4,12.3,0.062,拧紧不合格,系统急停
2024-05-28 16:02:42,9,job模式,job[2]/Pset[4],2/3,0.0038,11.9,11.8,0.061,拧紧不合格,系统急停
2024-05-28 16:02:44,9,job模式,job[2]/Pset[4],2/3,0.0038,12.6,12.5,0.062,拧紧不合格,系统急停
2024-05-28 16:02:45,9,job模式,job[2]/Pset[4],2/3,0.0039,18.2,18.2,0.070,拧紧不合格,系统急停
2024-05-28 16:03:11,9,job模式,job[2]/Pset[4],2/3,0.0200,178.8,180.7,1.751,拧紧合格,拧紧合格
2024-05-28 16:03:15,9,job模式,job[2]/Pset[4],3/3,0.0201,139.1,139.8,1.382,拧紧合格,拧紧合格
2024-05-28 16:34:45,5,job模式,job[2]/Pset[4],1/3,0.0207,386.5,387.0,3.615,拧紧合格,拧紧合格
2024-05-28 16:34:52,5,job模式,job[2]/Pset[4],2/3,0.0206,134.2,134.6,1.388,拧紧合格,拧紧合格
2024-05-28 16:34:54,5,job模式,job[2]/Pset[4],3/3,0.0201,88.5,89.9,1.002,拧紧合格,拧紧合格
2024-05-28 16:34:59,5,job模式,job[2]/Pset[4],1/3,0.0202,90.9,91.5,1.054,拧紧合格,拧紧合格
2024-05-28 16:35:00,5,job模式,job[2]/Pset[4],2/3,0.0205,108.1,109.3,1.150,拧紧合格,拧紧合格
2024-05-28 16:35:02,5,job模式,job[2]/Pset[4],3/3,0.0200,97.8,97.9,1.063,拧紧合格,拧紧合格
2024-05-28 16:35:06,5,job模式,job[2]/Pset[4],1/3,0.0204,84.3,85.9,0.944,拧紧合格,拧紧合格
2024-05-28 16:35:08,5,job模式,job[2]/Pset[4],2/3,0.0212,148.4,150.2,1.472,拧紧合格,拧紧合格
2024-05-28 16:35:10,5,job模式,job[2]/Pset[4],3/3,0.0203,101.4,101.6,1.117,拧紧合格,拧紧合格
2024-05-28 16:35:14,5,job模式,job[2]/Pset[4],1/3,0.0204,93.6,94.3,1.045,拧紧合格,拧紧合格
2024-05-28 16:35:16,5,job模式,job[2]/Pset[4],2/3,0.0199,105.9,106.2,1.150,拧紧合格,拧紧合格
2024-05-28 16:35:18,5,job模式,job[2]/Pset[4],3/3,0.0199,139.2,139.4,1.392,拧紧合格,拧紧合格
2024-05-28 16:38:52,9,job模式,job[2]/Pset[4];,2/3,0.0201,221.9,222.0,2.062,拧紧合格,拧紧合格
2024-05-28 16:40:47,4213423gdfg,job模式,job[2]/Pset[4],[1/3],0.0205,173.4,174.8,1.821,拧紧合格,拧紧合格
2024-05-28 16:40:49,4213423gdfg,job模式,job[2]/Pset[4],[2/3],0.0201,87.9,88.7,1.020,拧紧合格,拧紧合格
2024-05-28 16:40:51,4213423gdfg,job模式,job[2]/Pset[4],[3/3],0.0204,107.1,108.1,1.180,拧紧合格,拧紧合格
2024-05-28 17:07:00,8,job模式,job[2]/Pset[4],[1/3],0.0204,247.1,247.5,2.377,拧紧合格,拧紧合格
2024-05-28 17:07:07,8,job模式,job[2]/Pset[4],[2/3],0.0209,133.0,133.8,1.348,拧紧合格,拧紧合格
2024-05-28 17:07:09,8,job模式,job[2]/Pset[4],[3/3],0.0208,121.1,121.7,1.254,拧紧合格,拧紧合格
2024-05-28 17:10:26,2424,job模式,job[2]/Pset[4],[1/3],0.0207,482.7,483.3,4.246,拧紧合格,拧紧合格
2024-05-28 17:10:28,2424,job模式,job[2]/Pset[4],[2/3],0.0201,106.0,106.6,1.075,拧紧合格,拧紧合格
2024-05-28 17:10:29,2424,job模式,job[2]/Pset[4],[3/3],0.0199,99.4,100.8,1.047,拧紧合格,拧紧合格
2024-05-28 17:13:27,554,job模式,job[2]/Pset[4],[1/3],0.0140,3232.5,3232.5,30.000,拧紧不合格,总时间超限
2024-05-28 17:13:35,554,job模式,job[2]/Pset[4],[1/3],0.0212,368.5,368.6,3.271,拧紧合格,拧紧合格
2024-05-28 17:13:47,554,job模式,job[2]/Pset[4],[2/3],0.0202,580.0,580.9,5.153,拧紧合格,拧紧合格
2024-05-28 17:13:52,554,job模式,job[2]/Pset[4],[3/3],0.0208,91.6,92.2,1.009,拧紧合格,拧紧合格
2024-05-28 17:15:38,l,job模式,job[2]/Pset[4],[1/3],0.0044,207.6,207.6,1.250,拧紧不合格,系统急停
2024-05-28 17:15:40,l,job模式,job[2]/Pset[4],[1/3],0.0201,133.5,134.5,1.299,拧紧合格,拧紧合格
2024-05-28 17:15:41,l,job模式,job[2]/Pset[4],[2/3],0.0199,59.5,60.2,0.809,拧紧合格,拧紧合格
2024-05-28 17:15:45,l,job模式,job[2]/Pset[4],[3/3],0.0201,134.8,135.7,1.381,拧紧合格,拧紧合格
2024-05-28 17:18:53,9,job模式,job[2]/Pset[4],[1/3],0.0207,224.1,224.3,2.085,拧紧合格,拧紧合格
2024-05-28 17:18:54,9,job模式,job[2]/Pset[4],[2/3],0.0208,67.6,68.0,0.810,拧紧合格,拧紧合格
2024-05-28 17:18:55,9,job模式,job[2]/Pset[4],[3/3],0.0207,70.4,72.0,0.826,拧紧合格,拧紧合格
2024-05-28 17:24:12,1,job模式,job[2]/Pset[4],[1/3],0.0199,153.8,154.1,1.522,拧紧合格,拧紧合格
2024-05-28 17:24:13,1,job模式,job[2]/Pset[4],[2/3],0.0200,81.8,81.5,0.913,拧紧合格,拧紧合格
2024-05-28 17:24:16,1,job模式,job[2]/Pset[4],[3/3],0.0201,93.3,94.8,1.043,拧紧合格,拧紧合格
2024-05-28 17:24:20,1,job模式,job[2]/Pset[4],[1/3],0.0201,128.1,128.2,1.312,拧紧合格,拧紧合格
2024-05-28 17:24:21,1,job模式,job[2]/Pset[4],[2/3],0.0201,82.9,83.8,0.946,拧紧合格,拧紧合格
2024-05-28 17:26:01,232,job模式,job[2]/Pset[4],[3/3],0.0205,87.0,87.0,1.008,拧紧合格,拧紧合格
2024-05-28 17:27:23,77578,job模式,job[1]/Pset[2],[1/3],0.0054,14264.7,14264.6,13.001,拧紧不合格,系统急停
2024-05-28 17:27:57,77578,job模式,job[1]/Pset[2],[2/3],0.0056,7112.9,7113.9,0.959,拧紧合格,拧紧合格
2024-05-28 17:28:03,77578,job模式,job[1]/Pset[2],[3/3],0.0054,7113.0,7114.4,0.959,拧紧合格,拧紧合格
2024-05-28 17:28:06,77578,job模式,job[1]/Pset[2],[1/3],0.0053,7116.0,7117.2,0.958,拧紧合格,拧紧合格
2024-05-28 17:28:12,77578,job模式,job[1]/Pset[2],[2/3],0.0055,7116.2,7117.3,0.959,拧紧合格,拧紧合格
2024-05-28 17:28:16,77578,job模式,job[1]/Pset[2],[3/3],0.0061,7113.5,7114.4,0.960,拧紧合格,拧紧合格
2024-05-28 17:28:27,7757842443,job模式,job[1]/Pset[2],[1/3],0.0059,7109.5,7110.4,0.960,拧紧合格,拧紧合格
2024-05-28 17:28:29,7757842443,job模式,job[1]/Pset[2],[2/3],0.0054,7116.8,7117.7,0.959,拧紧合格,拧紧合格
2024-05-28 17:28:30,7757842443,job模式,job[1]/Pset[2],[3/3],0.0054,7116.3,7117.6,0.959,拧紧合格,拧紧合格
2024-05-28 17:28:36,775784244389,job模式,job[1]/Pset[2],[1/3],0.0052,7112.1,7113.3,0.960,拧紧合格,拧紧合格
2024-05-28 17:28:38,775784244389,job模式,job[1]/Pset[2],[2/3],0.0051,7107.1,7108.3,0.960,拧紧合格,拧紧合格
2024-05-28 17:28:39,775784244389,job模式,job[1]/Pset[2],[3/3],0.0054,7114.0,7115.2,0.959,拧紧合格,拧紧合格
2024-05-28 17:28:44,775784244389,job模式,job[1]/Pset[2],[1/3],0.0059,7119.5,7120.6,0.959,拧紧合格,拧紧合格
2024-05-28 17:28:46,775784244389,job模式,job[1]/Pset[2],[2/3],0.0051,7112.5,7113.8,0.960,拧紧合格,拧紧合格
2024-05-28 17:28:48,775784244389,job模式,job[1]/Pset[2],[3/3],0.0053,1431.2,1431.2,0.225,拧紧不合格,系统急停
2024-05-28 17:28:49,775784244389,job模式,job[1]/Pset[2],[1/3],0.0055,398.7,398.5,0.111,拧紧不合格,系统急停
2024-05-28 17:28:51,775784244389,job模式,job[1]/Pset[2],[2/3],0.0050,740.0,740.0,0.150,拧紧不合格,系统急停
2024-05-28 17:28:52,775784244389,job模式,job[1]/Pset[2],[3/3],0.0059,7116.8,7118.0,0.959,拧紧合格,拧紧合格
2024-05-28 17:28:55,775784244389,job模式,job[1]/Pset[2],[1/3],0.0054,7117.3,7118.6,0.959,拧紧合格,拧紧合格
2024-05-28 17:28:57,775784244389,job模式,job[1]/Pset[2],[2/3],0.0055,7113.3,7114.1,0.960,拧紧合格,拧紧合格
2024-05-28 17:28:58,775784244389,job模式,job[1]/Pset[2],[3/3],0.0049,7110.1,7111.3,0.960,拧紧合格,拧紧合格
2024-05-28 17:29:01,775784244389,job模式,job[1]/Pset[2],[1/3],0.0053,7113.7,7114.7,0.959,拧紧合格,拧紧合格
2024-05-28 17:29:03,775784244389,job模式,job[1]/Pset[2],[2/3],0.0055,7117.4,7118.7,0.959,拧紧合格,拧紧合格
2024-05-28 17:29:04,775784244389,job模式,job[1]/Pset[2],[3/3],0.0060,7113.5,7114.5,0.960,拧紧合格,拧紧合格
